id,gt_count,pred_count,error,abs_error,sq_error,dice,iou,game0,game1,game2,game4,gt_instances,pred_components,true_positive_instances,missed_objects,false_components,merge_errors,split_errors,instance_precision,instance_recall,mean_matched_iou
0121d6759c5adb290c8e828fc882f37dfaf3663ec885c663859948c154a443ed,86.0,47.666666666666664,-38.333333333333336,38.333333333333336,1477.6666666666667,0.7827971557666533,0.6432006130801323,38.333325703938804,38.33332506815592,38.482767045497894,50.88228037631952,86.0,47.666666666666664,26.0,60.0,21.666666666666668,19.666666666666668,0.6666666666666666,0.5447489600755899,0.30232558136019466,0.749609774236263
0287e7ee5b007c91ae2bd7628d09735e70496bc6127ecb7f3dd043e04ce37426,62.0,38.333333333333336,-23.666666666666668,23.666666666666668,561.6666666666666,0.9139350079007073,0.8415454022190182,23.66666030883789,23.666659275690716,23.709834416707356,28.073682456714664,62.0,38.333333333333336,29.666666666666668,32.333333333333336,8.666666666666666,12.333333333333334,0.3333333333333333,0.7730678044450919,0.47849462357873734,0.8004176019494187
072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,7.0,8.0,1.0,1.0,1.6666666666666667,0.9577826181904721,0.9190887552489148,1.0000001589457195,1.352071483929952,1.3520716230074565,1.432730213816588,7.0,8.0,6.0,1.0,2.0,0.0,0.0,0.7579365069689311,0.8571428559183674,0.945913471087008
077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424,6.0,7.0,1.0,1.0,1.0,0.9605180629980623,0.9240377564925785,1.0,1.0,1.0000000149011612,0.9999999900658926,6.0,7.0,6.0,0.0,1.0,0.0,0.0,0.8571428559183674,0.9999999983333332,0.9421906214178309
08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada,25.0,22.666666666666668,-2.3333333333333335,2.3333333333333335,5.666666666666667,0.966253501124311,0.9347114238185296,2.3333333333333335,4.333333810170491,5.6841957569122314,6.740662611685063,25.0,22.666666666666668,20.0,5.0,2.6666666666666665,1.0,1.0,0.8827404475680504,0.7999999996800001,0.9141245187897953
0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9,27.0,26.0,-1.0,1.0,1.0,0.877646202783929,0.7821134843794327,1.0,3.5865450700124106,9.034643857636183,16.135975924696176,27.0,26.0,20.666666666666668,6.333333333333333,5.333333333333333,3.3333333333333335,0.3333333333333333,0.7948717945660749,0.7654320984819387,0.7823889466834236
0ea221716cf13710214dcd331a61cea48308c3940df1d28cfc7fd817c83714e1,369.0,130.0,-239.0,239.0,57153.666666666664,0.8440065779992371,0.7315116285918446,239.0,238.99997202555338,238.99996598561606,241.17918660875876,369.0,130.0,63.0,306.0,67.0,65.0,0.0,0.48557023846530206,0.17073170731244627,0.7741035475174254
11a0170f44e3ab4a8d669ae8ea9546d3a32ebfe6486d9066e5648d30b4e1cb69,12.0,12.666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9367420939126611,0.8810579435686786,0.6666666666666666,0.6666663487752279,0.6669577503586576,0.8140589529476377,12.0,12.666666666666666,11.0,1.0,1.6666666666666667,0.0,0.0,0.8696581189695648,0.9166666659027776,0.9229800459808822
13f2bec0a24c70345372febb14c4352877b1b6c1b01896246048e83c345c0914,17.0,18.0,1.0,1.6666666666666667,3.6666666666666665,0.8684223637304727,0.767487373604669,1.6666666666666667,5.039547840754191,9.342693539957205,24.416384655161135,17.0,18.0,6.333333333333333,10.666666666666666,11.666666666666666,2.6666666666666665,3.0,0.35046296276750893,0.37254901938869667,0.793925657979524
1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b,25.0,21.666666666666668,-3.3333333333333335,3.3333333333333335,11.333333333333334,0.8845335169663477,0.7931424739146893,3.3333333333333335,3.7683727741241455,5.03986267062525,8.80457311892613,25.0,21.666666666666668,16.0,9.0,5.666666666666667,4.333333333333333,0.3333333333333333,0.7395382391962451,0.639999999744,0.8135682300523678
1b2bf5933b0fb82918d278983bee66e9532b53807c3638efd9af66d20a2bae88,11.0,12.0,1.0,1.0,1.0,0.9172153001023743,0.8471498798375485,1.0,1.0,0.9999999403953552,1.0053047257174368,11.0,12.0,11.0,0.0,1.0,0.0,0.0,0.9166666659027776,0.999999999090909,0.8862409277288776
1b44d22643830cd4f23c9deadb0bd499fb392fb2cd9526d81547d93077d983df,95.0,55.666666666666664,-39.333333333333336,39.333333333333336,1564.6666666666667,0.33906825180152556,0.20470627532718075,39.333333333333336,39.33333174387614,44.25771379470825,67.3318473358732,95.0,55.666666666666664,20.666666666666668,74.33333333333333,35.0,16.333333333333332,0.0,0.36736842098702693,0.21754385962622344,0.717535486016229
1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0,23.0,20.666666666666668,-2.3333333333333335,2.3333333333333335,5.666666666666667,0.9708823975291905,0.9434124979973767,2.3333333333333335,3.74056347211202,4.579490664104621,8.4903604097096,23.0,20.666666666666668,19.0,4.0,1.6666666666666667,2.3333333333333335,1.0,0.9198412693957104,0.8260869561625709,0.9124313668253242
1ee4a111f0e0bb9b001121b94ff98ca736fad03797b25285fe33a47046b3e4b0,10.0,9.0,-1.0,1.0,1.0,0.9490670610254933,0.9030886829162311,1.0,1.0,1.0000000596046448,1.619767490037096,10.0,9.0,9.0,1.0,0.0,0.0,0.0,0.9999999988888888,0.8999999991,0.9304052057955051
24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3,34.0,29.0,-5.0,5.0,25.0,0.877032316351494,0.7813548276297939,5.000001271565755,5.000002225240071,5.0908582554787545,7.789553548163938,34.0,29.0,25.0,9.0,4.0,1.3333333333333333,0.0,0.8620689652199762,0.7352941174307959,0.8097113533976388
